Name,2NDTAG,3RDTAG,Agency,Agent notes for human,Area1,Area2,Artifacts,Contact person,Description,Email,Events,Funding Opportunities,Human notes for agent,LinkedIn,Memes,NewsletterScraper (CA),Ontology,Ontology Tags,Phone number,Projects & Areas,Public Email,SAP,Website,related programs and initiatives
R3.0,bioreg,,org,,,,,,,,,,,,,,,,,,,,https://www.r3-0.org/,
Ethereum Foundation,,,org,,,,,,,,,,,,,,,,,,,,https://ethereum.org/foundation/,
"Iris Brilliant ",,,ind,,,,,,,,,,,,,,,,,,,,https://www.irisbrilliant.com/,
Ben Biederman,,,ind,,,,,,,,,,,,,,,,,,,,,
Karma,,,org,,,,,,,,,,,,,,,,,,,,https://gap.karmahq.xyz/,
The Network for Social Change,,,org,,,,,,,,,,,,,,,,,,,,https://www.thenetworkforsocialchange.org.uk/,
Parastruct,,,org,,,,,,,,,,,,,,,,,,,,https://www.parastruct.org/,
Localism Fund,,,org,,,,,,,,,,,,,,,,,,,,https://www.localism.fund/,
"Palestine Institute for Biodiversity and Sustainability (PIBS) ",,,org,,,,,,,,,,,,,,,,,,,,https://www.palestinenature.org/,
"IXO ",,,org,,,,,,,,,,,,,,,,,,,,https://www.ixo.world/,
ISBE Infraestructura de Servicios Blockchain de España,,,org,,,,,,,,,,,,,,,,,,,,https://alastria.io/proyectos/isbe_infraestructura_servicios_blockchain_espana/,
Ma Earth,bioreg,,org,,,,,,,,,,,,,,,,,,,,https://maearth.com/,
Sic4Change,,,org,,,,,,,,,,,,,,,,,,,,https://m4social.org/,
Bread Cooperative,,,"network/ecosystem, org","Bread Cooperative uses technology and web3/decentralized finance tools for mutual aid and community-controlled solidarity funding. Relevant to ReFi / solidarity finance, but no Catalunya-specific link is clear. Possible ORSH candidate if strategically useful; left 2NDTAG unfilled pending confirmation.",international,,,,"Worker-owned web3 collective building solidarity finance tools, including the Bread Solidarity Fund and services through Sourdough Systems.",,,,,,"Eco Social Transition, Impact Investing",,,solidarity finance; web3; mutual aid; cooperative; DeFi,,,,,https://bread.coop/,
CoopCat — Confederació de Cooperatives de Catalunya,CATBIS,,"network/ecosystem, org",Added CATBIS: clear Catalan cooperative ecosystem relevance. No collaboration status inferred.,"Ops in Catalunya, catalan",regional,,,"Confederation representing, leading, and promoting the cooperative movement in Catalunya across sectors including work, agriculture, consumption, housing, education, services, energy, and social economy.",,,,,,"Bioeconomy, Eco Social Transition",,"Collective_Ownership_Models (https://app.notion.com/p/Collective_Ownership_Models-3331441510e1811db7b2e4505cc30563?pvs=21), Commons_Governance_Protocols (https://app.notion.com/p/Commons_Governance_Protocols-3331441510e181019702eb428e0a8448?pvs=21), Governance_Bodies (https://app.notion.com/p/Governance_Bodies-3331441510e181688959d5e2a5457fc6?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Participatory_Planning_and_Strategies (https://app.notion.com/p/Participatory_Planning_and_Strategies-3331441510e181b09adbd91296317ceb?pvs=21)",cooperativism; social economy; ESS; Catalonia,,,,"Confederation representing and promoting the cooperative movement in Catalunya across work, agriculture, consumption, housing, education, services, energy, and social economy. Relevant to CATBIS as major cooperative ecosystem infrastructure for ecosocial transition, collective ownership, and sectoral cooperative development in Catalunya.",https://cooperativescatalunya.coop/,
Amadeco Salento,,,org,"Correction after review: located in Puglia/Salento, so it should not be tagged CATBIS under the Catalunya-focused rule. Keep as an international Mediterranean regenerative agriculture reference only if useful, but outside RCSH/CATBIS.","Ops in Europe, international",,,,"Syntropic farm in Depressa–Tricase, Salento, Puglia, focused on transforming depleted soil into fertile ground for regeneration, learning, practice, community, and syntropic agroforestry.",,,,,,"Bioregionalism, Regeneration",,"Regenerative_Agriculture (https://app.notion.com/p/Regenerative_Agriculture-3331441510e181a3a4c8d5e5948fe526?pvs=21), Vegetation_Planting (https://app.notion.com/p/Vegetation_Planting-3331441510e181a5a782e6cef8a24b7b?pvs=21), Learning_Programs (https://app.notion.com/p/Learning_Programs-3331441510e181f48fccd81f52b7a58f?pvs=21), Demonstrator_Site (https://app.notion.com/p/Demonstrator_Site-3331441510e181008114ef47089f4baa?pvs=21), Peer_Learning (https://app.notion.com/p/Peer_Learning-3331441510e1811fa2ebc276ab53a2f6?pvs=21)",syntropic agroforestry; regenerative agriculture; soil regeneration; Mediterranean; rural learning; Puglia,,,,"Syntropic farm in Salento/Puglia focused on regenerating depleted soils through syntropic agroforestry, learning, practice, and community. Relevant to CATBIS as an international Mediterranean reference for regenerative agriculture, agroforestry, soil regeneration, and rural learning, though not Catalunya-specific.",https://www.amadeco.it/,
Direcció General d'Economia Social i Solidària i el Cooperativisme (Gen Cat),,,public body,,,,,,,,,,,,,,,,,,,,https://sac.gencat.cat/sacgencat/AppJava/organisme_fitxa.jsp%3Bjsessionid=GQbZJQPdJnpQZHv20chLsQKh7m7TrZ1rwbj7QfJlgsgQQT5DdYD4!390301984?codi=4910,
Bagaceira,CATBIS,,org,"Added CATBIS with confirmation flag: strong biomaterials/circular bioeconomy relevance, but Catalunya-specific role is unclear.",international,regional,,,"Bio-material research and design lab exploring sugarcane bagasse as a circular, bio-based material for interior architecture, products, and regenerative design.",,,,,https://www.linkedin.com/company/bagaceira,"Bioeconomy, Eco Social Transition, Regeneration",,"Materials_Transformation (https://app.notion.com/p/Materials_Transformation-3331441510e181788e3ad7ffb8a2be05?pvs=21), Value_Chain_Development (https://app.notion.com/p/Value_Chain_Development-3331441510e181b0bf6efa361478dbf2?pvs=21), Construction_and_Infrastructure (https://app.notion.com/p/Construction_and_Infrastructure-3331441510e1817dad9bdcf168000c8f?pvs=21), Agro-Bioeconomy (https://app.notion.com/p/Agro-Bioeconomy-3331441510e18101a15cf3113a0d0ee2?pvs=21)",bio-based materials; circular design; regenerative design; sugarcane bagasse; biomaterials,,,info@bagaceira.org,"Bio-material research and design lab exploring sugarcane bagasse as a circular, bio-based material for interiors, products, and regenerative design. Relevant to CATBIS as a bioeconomy/circular-materials reference actor, though Catalunya-specific relevance is unclear.",https://www.bagaceira.org,
Sama Gaza,,,org,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/samagaza_/,
Glo Dollar,,,org,,,,,,,,,,,,,,,,,,,,https://www.glodollar.org/,
Enrique CREAF,,,ind,,,,,,,,,,,,,,,,,,,,,
Arab Group for Protection of Nature,,,org,"Body context preserved: Revive Gaza’s Farmland project and related Permaculture Palestine page. APN’s Gaza project focuses on rehabilitating agricultural land and restoring local food systems. Potential bioreg / food sovereignty relevance, but not tagged CATBIS because it is not Catalunya-focused.",international,,,,"Independent nonprofit working to protect natural resources, food sovereignty, and agricultural livelihoods in Arab countries affected by conflict and occupation.",,,,,,"Eco Social Transition, Regeneration",,,,,,,,https://apnature.org/,
Maria Dolors Nuñez,,,ind,,,,,,,,,,,,,,,,,,,,,
Viktoria Kozlova,,,ind,,,,,,,,,,,,,,,,,,,,,
INDEP Network,,,org,,,,,,,,,,,,,,,,,,,,https://www.indep.network/,
Palestinian Land Lab,,,,,,,,,,,,,,,,,,,,,,,,
Well Being Protocol / Hum,,,org,,,,,,,,,,,,,,,,,,,,https://www.thewellbeingprotocol.org/,
Kokonut Network,,,org,,,,,,,,,,,,,,,,,,,,https://link3.to/kokonutnetwork,
DAO Star,,,"network/ecosystem, org","Potential governance / web3 infrastructure relevance, but no Catalunya/regeneration link in the row; CATBIS not added.",international,,,,"Standards and infrastructure project for DAOs, focused on interoperability, governance metadata, and common tooling for decentralized organizations.",,,,,,,,,DAO; governance standards; web3; decentralized organizations,,,,,https://daostar.org/,
Masía la Granja,,,,,,,,,,,,,,,,,,,,,,,,
Gerrard,,,ind,,,,,,,,,,,,,,,,,,,,,
Barcelona Activa,CATBIS,,public body,"Added CATBIS with confirmation flag: clear Barcelona economic-transition infrastructure, but specific regenerative orientation should be checked.","Ops in Catalunya, catalan",Baix Llobregat,,,"Barcelona City Council’s local economic development agency, supporting employment, entrepreneurship, business competitiveness, strategic sectors, and inclusive/sustainable economic development.",,,,,,Eco Social Transition,,"Governance_Bodies (https://app.notion.com/p/Governance_Bodies-3331441510e181688959d5e2a5457fc6?pvs=21), Venture_Cultivation (https://app.notion.com/p/Venture_Cultivation-3331441510e1810a9b93cfddfa945786?pvs=21), Training_and_Employment_Pathways (https://app.notion.com/p/Training_and_Employment_Pathways-3331441510e18155ae10dfa50a790bc1?pvs=21), Participatory_Planning_and_Strategies (https://app.notion.com/p/Participatory_Planning_and_Strategies-3331441510e181b09adbd91296317ceb?pvs=21), Political_Advocacy (https://app.notion.com/p/Political_Advocacy-3331441510e1812880fdd8d661966799?pvs=21)",local economic development; entrepreneurship; sustainable economy; public agency; Barcelona; social innovation,,,,"Barcelona City Council economic-development agency supporting employment, entrepreneurship, business competitiveness, strategic sectors, and inclusive/sustainable local economic development. Relevant to CATBIS as public economic-transition infrastructure for entrepreneurship, social innovation, green/strategic sectors, and urban ecosocial transition in Barcelona.",https://www.barcelonactiva.cat/,
Minipay,,,org,,,,,,,,,,,,,,,,,,,,https://minipay.to/,
Mondragon,,,org,,,,,,,,,,,,,,,,,,,,https://www.mondragon-corporation.com/en/,
Can Gabarra / CoopGabarra,CATBIS,,"org, space","Ontology relation filled for cooperative housing, collective ownership, commons governance, cultural/community hub role and built-environment/infrastructure reuse.","Ops in Catalunya, catalan",regional,,,"Rural cooperative housing and collective-life project in Dosrius, recovering heritage buildings for community living, cultural activity, sustainability, and circular-economy values.",,,,,,"Eco Social Transition, Regeneration",,"Community_Housing (https://app.notion.com/p/Community_Housing-3331441510e181cb8a1bc39f7c948f3b?pvs=21), Collective_Ownership_Models (https://app.notion.com/p/Collective_Ownership_Models-3331441510e1811db7b2e4505cc30563?pvs=21), Commons_Governance_Protocols (https://app.notion.com/p/Commons_Governance_Protocols-3331441510e181019702eb428e0a8448?pvs=21), Cultural_Hub_or_Learning_Center (https://app.notion.com/p/Cultural_Hub_or_Learning_Center-3331441510e18163bf4ce6a952135f8c?pvs=21), Construction_and_Infrastructure (https://app.notion.com/p/Construction_and_Infrastructure-3331441510e1817dad9bdcf168000c8f?pvs=21)",cooperative housing; rural commons; cohousing; cultural community; circular economy; Maresme,,,,"Rural cooperative housing and cultural-community project in Dosrius / Maresme. Relevant to CATBIS as a practical example of cooperative housing, rural heritage reuse, collective living, circular-economy values, and cultural/community infrastructure in a Catalan rural setting.",https://www.cangabarra.org/,
BAC — Barcelona Circular,CATBIS,,"org, space","Ontology relation filled for hub/center role, materials transformation, value-chain development, venture cultivation and systems/resource mapping.","Ops in Catalunya, catalan",Baix Llobregat,,,"Barcelona circular-economy and industrial digital-transformation hub, acting as an entrepreneurship and innovation lab for new circular business models.",,,,,,"Bioeconomy, Eco Social Transition",,"Cultural_Hub_or_Learning_Center (https://app.notion.com/p/Cultural_Hub_or_Learning_Center-3331441510e18163bf4ce6a952135f8c?pvs=21), Materials_Transformation (https://app.notion.com/p/Materials_Transformation-3331441510e181788e3ad7ffb8a2be05?pvs=21), Value_Chain_Development (https://app.notion.com/p/Value_Chain_Development-3331441510e181b0bf6efa361478dbf2?pvs=21), Venture_Cultivation (https://app.notion.com/p/Venture_Cultivation-3331441510e1810a9b93cfddfa945786?pvs=21), Systems_and_Resource_Mapping (https://app.notion.com/p/Systems_and_Resource_Mapping-3331441510e1817db512f22616e77166?pvs=21)",circular economy; industrial transformation; circular business models; innovation hub; urban transition; Barcelona,,,,"Barcelona circular-economy hub and prototyping space for industrial digital transformation and circular business models. Relevant to CATBIS as urban ecosystem infrastructure for circular economy, bioeconomy-adjacent innovation, SME transition, and Barcelona-based regenerative/circular entrepreneurship.",https://bac.cat/,
Simbiosy,CATBIS,,org,"Added CATBIS with confirmation flag: strong circular-economy relevance, but Catalunya-specific link should be checked.",Ops in Spain,regional,,,"Simbiosy is a Spanish consultancy specializing in industrial symbiosis and circular economy. It helps territories and companies optimize resource flows, waste valorization, and collaborative business models to drive local sustainability.",,,,,,"Bioeconomy, Eco Social Transition",,"Value_Chain_Development (https://app.notion.com/p/Value_Chain_Development-3331441510e181b0bf6efa361478dbf2?pvs=21), Materials_Transformation (https://app.notion.com/p/Materials_Transformation-3331441510e181788e3ad7ffb8a2be05?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Systems_and_Resource_Mapping (https://app.notion.com/p/Systems_and_Resource_Mapping-3331441510e1817db512f22616e77166?pvs=21)",industrial symbiosis; circular economy; resource flows; waste valorization; territorial sustainability; Spain,,,,"Spanish consultancy specializing in industrial symbiosis and circular economy, helping territories and companies optimize resource flows, valorize waste, and build collaborative circular business models. Relevant to CATBIS as circular-economy and territorial resource-flow infrastructure with potential Catalunya/Spain relevance.",https://simbiosy.com/,
GUS Gruppo Umana Solidarieta’,,,org,Italian humanitarian NGO. Review: General social focus; confirm if specific environmental or economic regeneration projects exist.,,,,,"GUS (Gruppo Umana Solidarietà) is an Italian NGO working on human rights, refugee integration, and international cooperation. It runs projects in Europe, Africa, and the Middle East focused on social inclusion and emergency response.",,,,,,,,,"Disaster_Relief, Network_Weaving",,,,,https://gus-italia.org/,
New Economy Coalition,CATBIS,,"network/ecosystem, org","Added CATBIS with confirmation flag: strong solidarity-economy/ecological transition relevance, but Catalunya-specific relevance is indirect.",international,regional,,,"The New Economy Coalition is a US-based network of 170+ organizations building the solidarity economy. It connects cooperatives, community wealth builders, and activists working to create democratic, ecologically grounded alternatives to capitalism.",,,,,,"Eco Social Transition, Regeneration",,"Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Political_Advocacy (https://app.notion.com/p/Political_Advocacy-3331441510e1812880fdd8d661966799?pvs=21), Collective_Ownership_Models (https://app.notion.com/p/Collective_Ownership_Models-3331441510e1811db7b2e4505cc30563?pvs=21), Commons_Governance_Protocols (https://app.notion.com/p/Commons_Governance_Protocols-3331441510e181019702eb428e0a8448?pvs=21), Governance_Bodies (https://app.notion.com/p/Governance_Bodies-3331441510e181688959d5e2a5457fc6?pvs=21)","Network_Weaving, Political_Advocacy, Collective_Ownership_Models",,,,"US-based solidarity-economy network connecting cooperatives, community wealth builders, and movements building democratic and ecologically grounded alternatives to capitalism. Relevant to CATBIS as an international reference for social/solidarity economy, collective ownership, network weaving, and ecosocial transition, but not specifically Catalan.",https://neweconomy.net/,
World Mobile,CATBIS,,org,"Added CATBIS cautiously because it appeared in the keyword candidate scan, but fit is weak/indirect; human should confirm whether this belongs in RCSH.",international,regional,,,"World Mobile is a decentralized telecommunications network providing connectivity to underserved regions. It uses a token-based reward model to incentivize community-owned nodes and secure, private mobile access globally.",,,,,,Eco Social Transition,,"Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Services & Infrastructure (https://app.notion.com/p/Services-Infrastructure-3331441510e18193a321cb34b431013f?pvs=21), Collective_Ownership_Models (https://app.notion.com/p/Collective_Ownership_Models-3331441510e1811db7b2e4505cc30563?pvs=21)",decentralized infrastructure; community-owned networks; connectivity; network weaving; digital commons; source relevance check,,,,"Decentralized telecommunications network providing connectivity to underserved regions through community-owned nodes and token-based incentives. Relevant to CATBIS only as a broad infrastructure/commons and decentralized-network reference, with possible energy/connectivity implications, but the regenerative/Catalunya-specific fit is weak and should be reviewed.",https://worldmobile.io/,
Treedom,,,org,Italian-based global reforestation platform. Review: Commercial platform model; confirm if it fits ReFi BCN CRM or should be deprioritized.,,,,,"Treedom is a platform enabling individuals and companies to plant trees remotely. It supports local farmers and reforestation projects globally, providing digital tracking of each tree's environmental and social impact.",,,,,,,,,"Vegetation_Planting, Farmer_Support, Network_Weaving",,,,,https://www.treedom.net/en,
Althea Network,,,org,First batch enrichment: kept as org. Review relevance to ReFi BCN/regenerative ecosystem; may be more web3-infrastructure than local/regenerative actor.,,,,,"Althea develops blockchain-enabled internet and infrastructure connectivity tools. Its Althea L1 and Liquid Infrastructure model aim to coordinate and finance networked utilities such as fiber, wireless connectivity, and related infrastructure.",,,,,,,,"Construction_and_Infrastructure (https://app.notion.com/p/Construction_and_Infrastructure-3331441510e1817dad9bdcf168000c8f?pvs=21), Structuring_and_Capitalization (https://app.notion.com/p/Structuring_and_Capitalization-3331441510e181ca9fbeeaf2171d3045?pvs=21)",,,,,,https://www.althea.net/,
Fito Network,,,org,,,,,,,,,,,,,,,,,,,,https://p4ne.org/,
Climate Coordination Network,,,"funder, network/ecosystem, org","Added CATBIS with confirmation flag: relevant to climate funding / regenerative finance, but Catalunya-specific role should be confirmed.",international,regional,,,"The Climate Coordination Network is a decentralized community managing Gitcoin's Climate Solutions Program. It funds climate projects through quadratic funding and grants, connecting Web3 builders with climate action initiatives globally.",,,,,,"Eco Social Transition, Impact Investing, Regeneration",,"Grants_Programs (https://app.notion.com/p/Grants_Programs-3331441510e18166b8a7ffb8c528af98?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Venture_Cultivation (https://app.notion.com/p/Venture_Cultivation-3331441510e1810a9b93cfddfa945786?pvs=21), Alternative Finance (https://app.notion.com/p/Alternative-Finance-3331441510e1818f9c0defb3e55bef58?pvs=21), Investment_Vehicles (https://app.notion.com/p/Investment_Vehicles-3331441510e1819da547e4c9865b3be1?pvs=21)","Grants_Programs, Network_Weaving, Venture_Cultivation",,,,"Decentralized climate-funding network connected to Gitcoin’s Climate Solutions Program, using grants and quadratic funding to support climate projects globally. Relevant to CATBIS as web3/regenerative-finance and grants infrastructure for climate solutions, though Catalunya-specific relevance is unclear.",https://gov.gitcoin.co/t/climate-coordination-network-ccn-the-future-of-the-climate-solutions-program/16777,
Joseph Rowntree Foundation,,,"funder, org","UK-based funder and research org. Focus on poverty, housing, and welfare reform. Review: UK scope; confirm if relevant for ReFi BCN partnerships.",,,,,"The Joseph Rowntree Foundation is a UK social change research charity working to find solutions to poverty. It funds research, influences policy, and supports community initiatives to build a fairer society.",,,,,,,,,"Socioeconomic_Indicators, Political_Advocacy, Governance_Bodies",,,,,https://www.jrf.org.uk/,
Give Directly,,,"funder, org",Major global cash transfer nonprofit. Model aligns with solidarity economy and direct finance. Review: US/Africa focus; confirm relevance to ReFi BCN CRM.,,,,,"GiveDirectly is a nonprofit pioneering direct cash transfers to people in extreme poverty. It empowers recipients in Africa and the US to choose how best to improve their lives, bypassing traditional aid intermediaries.",,,,,,,,,"Grants_Programs, Socioeconomic_Indicators, Alternative_Finance",,,,,http://givedirectly.org/,
Blockchain for Good Alliance BGA,,,"network/ecosystem, org",Global alliance with partners like Bybit and Solana Foundation. Focus on grantmaking and social impact incubation. Review: Web3-focused; confirm alignment with ReFi BCN scope.,,,,,"The Blockchain for Good Alliance is a global network leveraging blockchain technology for social impact. It runs hackathons, incubation programs, and grant funds to support Web3 projects addressing critical humanitarian and environmental challenges.",,,,,,,,,"Alternative_Finance, Network_Weaving, Venture_Cultivation",,,,,https://chainforgood.org/,
Lido,,,org,Review: Core Web3/DeFi infrastructure; confirm specific relevance to regenerative economy or ReFi BCN focus.,,,,,"Lido is a decentralized liquid staking protocol for Ethereum, enabling users to stake ETH without locking assets or maintaining infrastructure. It issues stETH, a liquid staking token used across DeFi for lending, collateral, and rewards.",,,,,,,,,"Alternative_Finance, Investment_Vehicles",,,,,https://lido.fi/,
Be the Earth Foundation,,,"funder, org","Added CATBIS with review flags: strong thematic regenerative/funder relevance, but current website/source details need confirmation.",international,regional,,,"Foundation supporting regenerative approaches to land, food systems, community, and ecological transition; exact current website details need verification.",,,,,,"Bioregionalism, Eco Social Transition, Regeneration",,"Investment_Vehicles (https://app.notion.com/p/Investment_Vehicles-3331441510e1819da547e4c9865b3be1?pvs=21), Grants_Programs (https://app.notion.com/p/Grants_Programs-3331441510e18166b8a7ffb8c528af98?pvs=21), Regenerative_Agriculture (https://app.notion.com/p/Regenerative_Agriculture-3331441510e181a3a4c8d5e5948fe526?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Portfolio_Development (https://app.notion.com/p/Portfolio_Development-3331441510e181df8e8ff4170407af7e?pvs=21)",,,,,"Foundation supporting regenerative approaches to land, food systems, community, and ecological transition. Relevant to CATBIS as a potential funder/reference actor for land regeneration, food-system transition, community resilience, and ecological transition, but source details still need verification.",https://www.betheearth.foundation/,
Cargonomia,,,"network/ecosystem, org, space",Review: Budapest-based; confirm if geographic scope fits ReFi BCN CRM. Focus on cargo logistics and organic food.,,,,,Cargonomia is a Budapest-based logistics center and community space promoting sustainable urban transport via cargo bikes and local organic food distribution. It connects producers with customers while hosting DIY workshops and degrowth-focused cultural events.,,,,,,,,,"Transportation_Transitions, Community_Food_Access, Cultural_Hub_or_Learning_Center",,,,,https://cargonomia.hu/,
Caixa Enginyers Banco Cooperativo,CATBIS,,"funder, org","Added CATBIS with confirmation flag: clear Catalan cooperative finance relevance, but specific regenerative/CATBIS role should be reviewed.","Ops in Catalunya, catalan",regional,,,"Caixa Enginyers is a Catalan cooperative bank founded in 1967, serving over 213,000 members. It offers cooperative banking, insurance, and socially responsible investment (ISR) products, prioritizing environmental sustainability and financial proximity in rural areas.",,,,,,"Eco Social Transition, Impact Investing",,"Alternative Finance (https://app.notion.com/p/Alternative-Finance-3331441510e1818f9c0defb3e55bef58?pvs=21), Collective_Ownership_Models (https://app.notion.com/p/Collective_Ownership_Models-3331441510e1811db7b2e4505cc30563?pvs=21), Investment_Vehicles (https://app.notion.com/p/Investment_Vehicles-3331441510e1819da547e4c9865b3be1?pvs=21), Services & Infrastructure (https://app.notion.com/p/Services-Infrastructure-3331441510e18193a321cb34b431013f?pvs=21)",cooperative banking; alternative finance; socially responsible investment; Catalan cooperative economy; environmental sustainability,,,,"Catalan cooperative bank providing cooperative banking, insurance, and socially responsible investment products, with attention to environmental sustainability and financial proximity. Relevant to CATBIS as Catalan cooperative/alternative finance infrastructure that can support ecosocial transition, regenerative enterprises, and local economic resilience.",https://www.caixaenginyers.com/web/grupo/inici,
Pod Coop,CATBIS,,org,"Added CATBIS with confirmation flag: strong agrarian/cooperative infrastructure fit, but Catalunya-specific use should be checked.",Ops in Spain,regional,,,"Pod is a cooperative digital management tool designed for the agrarian sector, helping small farmers, cooperatives, and artisans streamline orders, traceability, and invoicing. It focuses on improving the quality of life and profitability of rural producers in Spain.",,,,,,"Bioeconomy, Eco Social Transition",,"Farmer_Support (https://app.notion.com/p/Farmer_Support-3331441510e18121891cff38c403492d?pvs=21), Collective_Ownership_Models (https://app.notion.com/p/Collective_Ownership_Models-3331441510e1811db7b2e4505cc30563?pvs=21), Regional_Sourcing (https://app.notion.com/p/Regional_Sourcing-3331441510e181fa86cfe532fb8c7876?pvs=21), Value_Chain_Development (https://app.notion.com/p/Value_Chain_Development-3331441510e181b0bf6efa361478dbf2?pvs=21), Knowledge_Artefacts (https://app.notion.com/p/Knowledge_Artefacts-3331441510e181af8b5ac77d9bd2ab97?pvs=21)",farmer support; agrarian cooperatives; digital tools; traceability; regional sourcing; rural producers; Spain,,,,"Cooperative digital management tool for the agrarian sector, supporting small farmers, cooperatives, and artisans with orders, traceability, invoicing, and rural-producer viability in Spain. Relevant to CATBIS as agri-food infrastructure for farmer support, cooperative production, regional sourcing, and rural economic resilience.",https://www.pod.coop/,
Thaura AI,,,org,Review: Website returned no readable content. Confirm organizational purpose and sector.,,,,,,,,,,,,,,,,,,,https://thaura.ai/,
"Sitawi ",,,"funder, org",Review: Brazil-based impact finance organization; confirm relevance to ReFi BCN CRM.,,,,,"Sitawi Finanças do Bem is a Brazilian nonprofit and OSCIP that leverages blended finance and impact investment to support socio-environmental causes. It offers philanthropy management, conservation finance, and consulting to align capital with the Sustainable Development Goals.",,,,,,,,,"Investment_Vehicles, Network_Weaving, Structuring_and_Capitalization",,,,,https://sitawi.net/en/,
Kumma Systems,,,org,,,,,,,,,,,,,,,,,,,,,
ExoWatt,CATBIS,,org,"Added CATBIS with confirmation flag: renewable-energy infrastructure relevance is clear, but Catalunya-specific connection is unclear.",international,regional,,,"ExoWatt is a Miami-based energy startup backed by Sam Altman, providing modular solar thermal storage systems for 24/7 dispatchable power. It targets energy-intensive sectors like AI data centers and utilities with American-made, baseload-capable renewable energy.",,,,,,Eco Social Transition,,"Renewable_Energy (https://app.notion.com/p/Renewable_Energy-3331441510e181f58896c3f08d1d6ee6?pvs=21), Construction_and_Infrastructure (https://app.notion.com/p/Construction_and_Infrastructure-3331441510e1817dad9bdcf168000c8f?pvs=21), Investment_Vehicles (https://app.notion.com/p/Investment_Vehicles-3331441510e1819da547e4c9865b3be1?pvs=21)","Renewable_Energy, Construction_and_Infrastructure",,,,"Energy startup developing modular solar thermal storage systems for 24/7 dispatchable renewable power, targeting energy-intensive sectors. Relevant to CATBIS as a renewable-energy and infrastructure reference actor, though Catalunya-specific relevance is unclear.",https://www.exowatt.com/,
Regenesis Institute,CATBIS,,org,"Added CATBIS with confirmation flag: strong regenerative-practice reference, but Catalunya-specific link is indirect.",international,regional,,,The Regenesis Institute for Regenerative Practice offers transformational education programs and support systems for practitioners creating regenerative systems change globally. Its flagship Regenerative Practitioner Series teaches living systems thinking and place-based regenerative development.,,,,,,"Bioregionalism, Regeneration",,"Learning_Programs (https://app.notion.com/p/Learning_Programs-3331441510e181f48fccd81f52b7a58f?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Storying_Place (https://app.notion.com/p/Storying_Place-3331441510e18182bf1cd178a1b9ecc1?pvs=21), Peer_Learning (https://app.notion.com/p/Peer_Learning-3331441510e1811fa2ebc276ab53a2f6?pvs=21), Governance_Design (https://app.notion.com/p/Governance_Design-3331441510e1813bb87bd224403e0a56?pvs=21)","Learning_Programs, Network_Weaving, Storying_Place",,,,"Global regenerative-practice institute offering education and support for practitioners working on living-systems thinking, place-based regenerative development, and systems change. Relevant to CATBIS as a core reference for regenerative practice, storying place, learning programs, and practitioner capacity-building, though Catalunya-specific relevance is indirect.",https://www.regenerat.es/,
"Spain Unfiltered ",,,org,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/@Spainunfiltered,
Mescladis del Pou,,,"org, space","Part of Mescladís network (5 restaurants + catering). Social production company since 2005, supporting migrants' labor integration. Address: Carders 35, Barcelona. Contact: pou@mescladis.org, +34 933 198 732.",,,,,"Mescladís del Pou is a social restaurant in Barcelona's La Ribera neighborhood, operated by Mescladís social enterprise. It empowers former culinary training students with employment opportunities while serving international cuisine in a community space focused on social, economic, and environmental sustainability.",,,,,,,,,"Training_and_Employment_Pathways, Cultural_Hub_or_Learning_Center, Community_Food_Access",,,,,https://mescladis.org/en/restaurantes/del-pou/,
Global Innovation Gathering,,,"network/ecosystem, org","Global network with strong Global South focus. Organizes annual Global Gatherings. Works on sustainability, open-source tech, digital rights. Review: global scope, not regionally anchored; confirm relevance to ReFi BCN CRM.",,,,,"GIG is a global network of innovation hubs, makerspaces, and grassroots innovators, rooted in the Global South. It facilitates knowledge exchange, open innovation for sustainability and education, citizen social science, and digital rights advocacy across its worldwide membership.",,,,,,,,,"Network_Weaving, Peer_Learning, Citizen_or_Community_Science, Art_and_Storytelling",,,,,https://globalinnovationgathering.org/,
Som Mobilitat,,,org,"Part of the 'Som' cooperative ecosystem (with Som Energia, Som Connexió). 12,000+ business users as of 2026. Membership €10. Review: strong fit for regenerative mobility commons; confirm if this is the same entity as the Som Mobilitat linked to the ReFi ecosystem.",,,,,"Som Mobilitat is a Catalan cooperative providing carsharing services with electric vehicles for individuals, businesses, and public administrations. It promotes sustainable shared mobility as a collective, non-profit alternative to private vehicle ownership.",,,,,,,,,"Transportation_Transitions, Collective_Ownership_Models, Network_Weaving",,,,,https://sommobilitat.coop/,
